account,campaign_name,adgroup_name,keyword,local_date,impressions,clicks,cost,currency,media_source,portal
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted fr,2019-03-09,85,55,0.89,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-02-06,22548,10119,272.22,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted fr,2019-03-06,29,13,0.91,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,winted,2019-02-06,74,42,1.25,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted fr,2019-03-10,10,4,0.1,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-03-04,814,252,26.72,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-03-10,486,162,20.09,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,+vinted +app,2019-02-24,7,2,0.05,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted femme,2019-02-04,843,435,10.02,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted app,2019-02-11,95,52,2.51,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted app,2019-02-04,102,69,1.16,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted femme,2019-02-18,784,354,9.73,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted app,2019-02-19,103,52,2.44,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,+vinted +app,2019-03-01,4,1,0.05,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted app,2019-02-05,2,1,0.15,EUR,Google,fr
FR-SEM-Brand,Google_Brand_FR-FR_Vinted_DW_CPC,Brand|E,vinted,2019-03-07,4655,1112,22.44,EUR,Google,fr
FR-SEM-Brand,Google_Brand_FR-FR_Vinted_DW_CPC,Brand|E,vinted,2019-03-08,24134,6186,169.87,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,winted,2019-02-28,92,47,1.36,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-03-10,516,193,24.07,EUR,Google,fr
FR-SEM-Brand,Google_Brand_FR-FR_Vinted_DW_CPC,Brand|B,vinted,2019-03-09,8,3,0.12,EUR,Google,fr
FR-SEM-Brand,Google_Brand_FR-FR_Vinted_MW_CPC,Brand|P,vinted,2019-03-09,2716,501,56.19,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,winted,2019-02-14,73,31,0.72,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-03-02,999,289,27.63,EUR,Google,fr
FR-Display-UAC,FR_Android_Branded_Universal_4_no_img_no_video,,,2019-03-06,11855,2263,462.02,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-03-10,4046,2235,89.28,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinetd,2019-02-07,28,10,0.32,EUR,Google,fr
FR-Display-UAC,UAC_PRAP_FR-FR_Vinted_iOS_CPC_Install,,,2019-03-09,13021,56,31.61,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-02-07,613,156,18.12,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-02-17,17051,8203,192.18,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-02-18,24505,11581,268.85,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinetd,2019-02-05,31,15,0.36,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-03-08,314,128,11.83,EUR,Google,fr
FR-Display-UAC,UAC_PRAP_FR-FR_Vinted_iOS_CPC_Lister,,,2019-02-23,74336,509,270.45,EUR,Google,fr
FR-Display-UAC,UAC_PRAP_FR-FR_Vinted_iOS_CPC_Install,,,2019-02-08,1611,3,1.83,EUR,Google,fr
FR-Display-UAC,UAC_PRAP_FR-FR_Vinted_iOS_CPC_Lister,,,2019-03-03,148593,810,723.99,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted femme,2019-02-09,663,284,6.69,EUR,Google,fr
FR-Display-UAC,UAC_PRAP_FR-FR_Vinted_iOS_CPC_Install,,,2019-02-10,11420,20,14.11,EUR,Google,fr
FR-Display-UAC,UAC_PRAP_FR-FR_Vinted_Android_CPC_Lister,,,2019-02-27,401678,1926,590.13,EUR,Google,fr
FR-Display-UAC,UAC_PRAP_FR-FR_Vinted_Android_CPC_Lister,,,2019-02-08,213859,1124,329.25,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,+vinted +fr,2019-02-13,13,4,0.11,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,+vinted +app,2019-02-28,7,5,0.48,EUR,Google,fr
FR-Display-UAC,UAC_PRAP_FR-FR_Vinted_Android_CPC_Lister,,,2019-02-10,262751,1887,488.52,EUR,Google,fr
FR-Display-UAC,UAC_PRAP_FR-FR_Vinted_Android_CPC_Lister,,,2019-03-08,225391,2148,411.56,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,+vinted +fr,2019-02-06,12,6,0.29,EUR,Google,fr
FR-Display-UAC,UAC_PRAP_FR-FR_Vinted_iOS_CPC_Lister,,,2019-02-19,69050,386,219.28,EUR,Google,fr
FR-Display-UAC,UAC_PRAP_FR-FR_Vinted_iOS_CPC_Lister,,,2019-02-22,131596,650,445.01,EUR,Google,fr
FR-SEM-Brand,Google_Brand_FR-FR_Vinted_MW_CPC,Brand|P,vinted,2019-03-08,1827,325,44.07,EUR,Google,fr
FR-Display-UAC,UAC_PRAP_FR-FR_Vinted_iOS_CPC_Lister,,,2019-02-07,37929,295,114.62,EUR,Google,fr
FR-Display-UAC,FR_Android_Branded_Universal_4_no_img_no_video,,,2019-02-15,10858,1843,299.5,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,+vinted +app,2019-03-08,5,2,0.2,EUR,Google,fr
FR-Display-UAC,UAC_PRAP_FR-FR_Vinted_iOS_CPC_Lister,,,2019-03-04,86216,403,448.33,EUR,Google,fr
FR-Display-UAC,UAC_PRAP_FR-FR_Vinted_iOS_CPC_Lister,,,2019-02-28,45949,361,245.9,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,+vinted +app,2019-02-04,9,1,0.03,EUR,Google,fr
FR-SEM-Brand,Google_Brand_FR-FR_Vinted_DW_CPC,Brand|E,vinted,2019-03-10,20717,8384,183.57,EUR,Google,fr
FR-Display-UAC,FR_Android_Branded_Universal_4_no_img_no_video,,,2019-02-21,12018,2292,448.84,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-03-01,623,209,20.17,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinetd,2019-02-26,26,11,0.37,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinetd,2019-02-13,26,14,0.6,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-03-04,1404,440,49.13,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-03-09,472,141,19.02,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinetd,2019-02-19,23,13,0.26,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-02-22,581,161,17.89,EUR,Google,fr
FR-Display-UAC,UAC_PRAP_FR-FR_Vinted_iOS_CPC_Lister,,,2019-03-10,153624,669,700.93,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,winted,2019-02-18,104,58,1.75,EUR,Google,fr
FR-Display-UAC,UAC_PRAP_FR-FR_Vinted_iOS_CPC_Lister,,,2019-02-24,102295,674,385.7,EUR,Google,fr
FR-Display-UAC,UAC_PRAP_FR-FR_Vinted_iOS_CPC_Lister,,,2019-02-25,86707,480,284.7,EUR,Google,fr
FR-Display-UAC,UAC_PRAP_FR-FR_Vinted_iOS_CPC_Lister,,,2019-02-08,52731,337,129.55,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted femme,2019-02-07,796,335,8.6,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted femme,2019-02-12,770,353,7.59,EUR,Google,fr
FR-Display-UAC,UAC_PRAP_FR-FR_Vinted_Android_CPC_Lister,,,2019-02-21,288589,1766,506.98,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted femme,2019-02-05,782,383,9.37,EUR,Google,fr
FR-Display-UAC,UAC_PRAP_FR-FR_Vinted_Android_CPC_Lister,,,2019-02-13,297217,1459,435.01,EUR,Google,fr
FR-Display-UAC,UAC_PRAP_FR-FR_Vinted_Android_CPC_Lister,,,2019-03-05,451759,2592,582.3,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,+vinted +app,2019-02-11,5,1,0.01,EUR,Google,fr
FR-Display-UAC,UAC_PRAP_FR-FR_Vinted_Android_CPC_Lister,,,2019-02-14,139119,1160,339.89,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-02-21,671,198,21.87,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-03-07,605,236,22.58,EUR,Google,fr
FR-Display-UAC,UAC_PRAP_FR-FR_Vinted_iOS_CPC_Lister,,,2019-03-02,55152,492,299.06,EUR,Google,fr
FR-Display-UAC,UAC_PRAP_FR-FR_Vinted_iOS_CPC_Lister,,,2019-03-07,40070,286,164.68,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-02-16,15556,7483,177.29,EUR,Google,fr
FR-Display-UAC,UAC_PRAP_FR-FR_Vinted_iOS_CPC_Lister,,,2019-03-06,79920,353,344.35,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-02-18,1104,303,33.77,EUR,Google,fr
FR-Display-UAC,UAC_PRAP_FR-FR_Vinted_iOS_CPC_Lister,,,2019-03-09,135022,506,638.6,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,winted,2019-02-26,97,45,0.88,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,winted,2019-03-08,13,8,0.42,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,winted,2019-02-24,95,41,0.88,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinetd,2019-02-15,22,10,0.21,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted fr,2019-02-11,88,35,0.9,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted fr,2019-02-14,78,42,1.28,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,winted,2019-02-21,85,39,1.11,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-02-10,19269,8534,226.92,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted fr,2019-03-10,106,68,1.11,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted,2019-02-04,24543,11127,308.29,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted fr,2019-02-28,11,6,0.1,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,winted,2019-02-08,72,27,0.57,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted femme,2019-02-14,626,282,7.08,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,+vinted +app,2019-03-02,6,1,0.16,EUR,Google,fr
FR-Display-UAC,UAC_PRAP_FR-FR_Vinted_iOS_CPC_Install,,,2019-02-21,18516,85,38.85,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted femme,2019-02-28,780,382,9.52,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted fr,2019-02-24,73,33,0.66,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted femme,2019-02-10,865,357,9.36,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted app,2019-02-16,65,37,2.51,EUR,Google,fr
FR-Display-UAC,UAC_PRAP_FR-FR_Vinted_iOS_CPC_Install,,,2019-03-04,58767,197,165.98,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted app,2019-02-09,1,1,0.05,EUR,Google,fr
FR Vinted Mix,FR_Search_Web_Branded,vinted,vinted fr,2019-02-09,14,7,0.34,EUR,Google,fr
